header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dierenselaan 28,2573 KH Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88032876-dierenselaan-28/?navigateSource=resultlist,20220131_213246,"€ 230,000 kosten koper","€ 3,239    The asking price per m² (€ 230,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1933,Partly furnished with carpets and curtains,Living area71 m²Exterior space attached to the building6 m²,71 m²,6 m²,248 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,D        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2019, in ownership",Full ownership,In residential district,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes,Yes,No,Yes,no
