header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Mansdalestraat 18,3067 JS Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42681339-mansdalestraat-18/?navigateSource=resultlist,20220126_212915,"€ 240,000 kosten koper","€ 3,077    The asking price per m² (€ 240,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,€ 200.00 per month,Apartment with shared street entrance (apartment),Resale property,1965,Flat roof covered with asphalt roofing,Living area78 m²Exterior space attached to the building9 m²External storage space7 m²,78 m²,9 m²,7 m²,245 m³,3 rooms (2 bedrooms),1 bathroom,Shower,1 story,Elevator and TV via cable,E        What does this mean?,Partly double glazed,Communal central heating,Electrical boiler,Full ownership,In residential district,Attached brick storage,Public parking,Yes,Yes,Yes (€ 200.00 per month),Yes,Yes,Yes,no
