header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zoutberg 14,1035 KS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88868373-zoutberg-14/?navigateSource=resultlist,20220130_231341,"€ 325,000 kosten koper","€ 4,012    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,€ 79.00 per month,Upstairs apartment (apartment),Resale property,1994,Flat roof,Living area81 m²Exterior space attached to the building6 m²External storage space4 m²,81 m²,6 m²,4 m²,256 m³,4 rooms (3 bedrooms),1 story,2nd floor,B        What does this mean?,CH boiler,CH boiler,In residential district,Attached brick storage,Public parking,No,Yes,Yes (€ 79.00 per month),Yes,Yes,Yes,no
