header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Wimbledonpark 103,1185 XM Amstelveen        ,https://www.funda.nl/en/koop/amstelveen/appartement-42588113-wimbledonpark-103/?navigateSource=resultlist,20220129_074843,"€ 298,000 kosten koper","€ 2,159    The asking price per m² (€ 298,000) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 988 per month,3 months,Available,Available in consultation,Mezzanine,Resale property,1971-1980,Flat roof covered with asphalt roofing,Living area138 m²Other space inside the building1 m²Exterior space attached to the building7 m²,138 m²,1 m²,7 m²,419 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,8th floor,F        What does this mean?,Communal central heating,Electrical boiler,Full ownership,Sheltered location and in residential district,Sun terrace,Balcony present,Built-in,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
