header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Achter de Bijenkorf 23,5211 LD Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42523040-achter-de-bijenkorf-23/?navigateSource=resultlist,20220201_112459,"€ 350,000 kosten koper","€ 5,738    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (61 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 86.50 per month,Upstairs apartment,Resale property,1900,Living area61 m²Exterior space attached to the building7 m²External storage space4 m²,61 m²,7 m²,4 m²,209 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,F        What does this mean?,CH boiler,CH boiler,Combination boiler,In center,Roof terrace present,Detached brick storage,Yes,No,Yes (€ 86.50 per month),Yes,No,Yes,no
