header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Aalsmeerweg 92 III,1059 AN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42686417-aalsmeerweg-92-iii/?navigateSource=resultlist,20220130_211623,"€ 500,000 kosten koper","€ 6,494    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (77 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Under offer,Available immediately,€ 96.00 per month,Upstairs apartment (apartment),Resale property,1935,Living area77 m²Exterior space attached to the building5 m²,77 m²,5 m²,253 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,3rd floor,TV via cable,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2018, in ownership",Full ownership,In residential district,Balcony present,Yes,Yes,Yes (€ 96.00 per month),Yes,Yes,Yes,no
