header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Keizersgracht 745 G,1017 DZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88028202-keizersgracht-745-g/?navigateSource=resultlist,20220130_233928,"€ 485,000 kosten koper","€ 7,951    The asking price per m² (€ 485,000) is calculated by dividing the asking price of the home by the living area (61 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1909,Flat roof covered with other,Living area61 m²Other space inside the building5 m²Exterior space attached to the building5 m²,61 m²,5 m²,5 m²,150 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,Skylight and flue,Not available,Double glazing,CH boiler,CH boiler,"Gas-fired, in ownership",1 m²,See deed,"Alongside water, in center, freestanding location and unobstructed surrounding view",Paid parking and resident's parking permits,no
