header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Location,Garden,Type of garage,error
Westmeep 95 K 133,8862 DP Harlingen        ,https://www.funda.nl/en/koop/harlingen/huis-42681736-westmeep-95-k-133/?navigateSource=resultlist,20220129_004951,"€ 629,800 vrij op naam","€ 3,499    The asking price per m² (€ 629,800) is calculated by dividing the asking price of the home by the living area (180 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,"Desirable residence/villa, detached residential property",New property,After 2020,Pyramid hip roof covered with roof tiles,Living area180 m²Other space inside the building24 m²,180 m²,24 m²,634 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,3 stories,Not available,Completely insulated,Geothermal heating,Geothermal heating,On navigable waterway and in residential district,Surrounded by garden,Not yet present but possible,no
