header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Laan van Nieuw Meerten 49,4033 DC Lienden        ,https://www.funda.nl/en/koop/lienden/huis-42671731-laan-van-nieuw-meerten-49/?navigateSource=resultlist,20220128_153235,"€ 360,000 kosten koper","€ 3,871    The asking price per m² (€ 360,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,2009,Living area93 m²Other space inside the building21 m²Exterior space attached to the building17 m²External storage space5 m²,93 m²,21 m²,17 m²,5 m²,145 m²,402 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,Mechanical ventilation,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler from 2009, in ownership",145 m²,Full ownership,Back garden and front garden,Detached brick storage,Public parking,no
