header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Londrinadreef 78,3563 VV Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42541503-londrinadreef-78/?navigateSource=resultlist,20220131_163149,"€ 549,000 kosten koper","€ 3,950    The asking price per m² (€ 549,000) is calculated by dividing the asking price of the home by the living area (139 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 9 per month,7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2018,Gable roof,Living area139 m²Other space inside the building28 m²External storage space7 m²,139 m²,28 m²,7 m²,135 m²,398 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Mechanical ventilation and solar panels,A        What does this mean?,Triple glazed and completely insulated,CH boiler and complete floor heating,CH boiler,"Intergas HRE (gas-fired from 2018, in ownership)",135 m²,Full ownership,Back garden,Detached wooden storage,Parking on private property and public parking,no
