header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Looiersgracht 10 -1,1016 VS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42530471-looiersgracht-10-1/?navigateSource=resultlist,20220129_041405,"€ 1,150,000 kosten koper","€ 8,394    The asking price per m² (€ 1,150,000) is calculated by dividing the asking price of the home by the living area (137 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1600,Listed building (national monument),Living area137 m²,137 m²,445 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",1 story,1st floor,Not required,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Full ownership,Alongside water and unobstructed surrounding view,"Paid parking, public parking and resident's parking permits",Yes,No,No,No,No,No,no
