header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Shed / storage,Type of parking facilities,error
Bethaniënstraat 25,1012 BZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42653215-bethanienstraat-25/?navigateSource=resultlist,20220130_230552,"€ 750,000 kosten koper","€ 7,353    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1757,Gable roof,Living area102 m²,102 m²,36 m²,379 m³,4 rooms (3 bedrooms),2 bathrooms,2 showers and 2 toilets,4 stories,Passive ventilation system and TV via cable,Not available,Double glazing,CH boiler,CH boiler,"Nefit HR (gas-fired combination boiler, in ownership)",36 m²,Full ownership,Alongside a quiet road and in center,Built-in,"Paid parking, public parking and resident's parking permits",no
