header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Rijwoning levensloopbestendig (hoek) (Bouwnr. 12),6627 AB Maasbommel        ,https://www.funda.nl/en/koop/maasbommel/huis-41380981-rijwoning-levensloopbestendig-hoek-bouwnr-12/?navigateSource=resultlist,20220130_144142,Price on request,6+ months,Under option,Available in consultation,"Single-family home, corner house",New property,2021,Disabled access friendly and accessible for seniors,Gable roof covered with roof tiles,Woningborg garantiecertificaat,Living area104 m²External storage space4 m²,104 m²,4 m²,245 m²,369 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",Complete floor heating and heat pump,Electrical boiler,Alongside a quiet road and in residential district,Back garden and front garden,110 m² (7 meter deep and 12 meter broad),Located at the southeast accessible via the rear,Detached wooden storage,Parking on private property,no
