header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities,Type of parking facilities,error
Lariksstraat 28,3881 EK Putten        ,https://www.funda.nl/en/koop/putten/huis-42681706-lariksstraat-28/?navigateSource=resultlist,20220129_072625,"€ 825,000 vrij op naam","€ 5,893    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 825,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","January 25, 2022",Available,Available in consultation,"Single-family home, detached residential property",New property,2022,Gable roof covered with roof tiles,Living area140 m²,140 m²,334 m²,426 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories,Not available,"Roof insulation, double glazing, insulated walls and floor insulation",Heat pump,334 m² (part of parcel),Full ownership,Alongside a quiet road and in residential district,"Back garden, front garden and side garden",Attached brick garage and carport,1 car,Electricity,Parking on private property and public parking,no
