header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Capacity,Dimensions,Ownership situation,Fees,error
Frieslandstraat 89,1082 TL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42544594-frieslandstraat-89/?navigateSource=resultlist,20220131_001629,"€ 55,000 kosten koper",€ 48 per month,7 weeks,Sold under reservation,Available in consultation,Garage,Resale property,Running water,1,"16 m² (5,9 meter deep and 2,65 meter broad)",Municipal ownership encumbered with long-term leaset (end date of long-term lease:  15-09-2037),"€ 71,37 per year",no
