header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of parking facilities,error
Lloydkade (Bouwnr. 13.02),3024 EA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42502188-lloydkade-bouwnr-1302/?navigateSource=resultlist,20220126_002341,"€ 467,000 vrij op naam","€ 6,970    The asking price per m² (€ 467,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Mezzanine (apartment),New property,2024,SWK garantiecertificaat,Living area67 m²Exterior space attached to the building9 m²,67 m²,9 m²,210 m³,4 rooms (3 bedrooms),1 story,10th floor,Elevator,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",District heating,District heating,"On navigable waterway, alongside water, in center, in residential district and unobstructed surrounding view",Built-in,"Paid parking, public parking, parking garage and resident's parking permits",no
