header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of garage,Type of parking facilities,error
Prof. dr. H.A. Lorentzweg 26,3731 KW De Bilt        ,https://www.funda.nl/en/koop/de-bilt/huis-42584811-prof-dr-ha-lorentzweg-26/?navigateSource=resultlist,20220130_140117,"€ 520,000 kosten koper","€ 4,860    The asking price per m² (€ 520,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1961,Gable roof covered with roof tiles,Living area107 m²External storage space8 m²,107 m²,8 m²,196 m²,381 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,D        What does this mean?,"Roof insulation, mostly double glazed and insulated walls",CH boiler,196 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view","Back garden, front garden and sun terrace","79 m² (10,5 meter deep and 7,5 meter broad)",Located at the southeast accessible via the rear,Attached wooden storage,Electricity,Parking place,Public parking,no
