header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,error
Folkert Elsingastraat 45,3067 NW Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42515246-folkert-elsingastraat-45/?navigateSource=resultlist,20220125_234603,"€ 725,000 kosten koper","€ 3,554    The asking price per m² (€ 725,000) is calculated by dividing the asking price of the home by the living area (204 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2007,Flat roof,Living area204 m²Other space inside the building11 m²Exterior space attached to the building50 m²,204 m²,11 m²,50 m²,265 m²,735 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Outdoor awning, mechanical ventilation, sliding door, TV via cable and solar panels",A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Combination boiler from 2020, in ownership",265 m²,Full ownership,"Alongside water, sheltered location and in residential district","Front garden, side garden and sun terrace",Roof terrace present,Built-in,no
