header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Marijkestraat 12,2351 GM Leiderdorp        ,https://www.funda.nl/en/koop/leiderdorp/huis-42546492-marijkestraat-12/?navigateSource=resultlist,20220129_201336,"€ 375,000 kosten koper","€ 3,099    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1962,Gable roof covered with roof tiles,Living area121 m²Exterior space attached to the building2 m²External storage space8 m²,121 m²,2 m²,8 m²,144 m²,414 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,3 stories,E        What does this mean?,Secondary glazing,Gas heater,Electrical boiler (rental),144 m²,Full ownership,"Alongside a quiet road, sheltered location and in residential district",Back garden and front garden,"55 m² (9,33 meter deep and 5,92 meter broad)",Located at the northeast accessible via the rear,Detached brick storage,Public parking,no
