header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Archipel 44 8,8224 HV Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-88049063-archipel-44-8/?navigateSource=resultlist,20220129_093242,"€ 310,000 kosten koper","€ 2,214    The asking price per m² (€ 310,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1979,With carpets and curtains,Combination roof,Living area140 m²Other space inside the building19 m²,140 m²,19 m²,247 m²,395 m³,4 rooms (3 bedrooms),3 stories,Optical fibre and TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Vaillant HR Pro (gas-fired combination boiler, in ownership)",247 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,Attached brick garage,1 car,Parking on private property,no
