header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Dimensions,Plot size,Area,Ownership situation,Fees,error
Goudenregenstraat 87 A,2565 EP Den Haag        ,https://www.funda.nl/en/koop/den-haag/parkeergelegenheid-42666054-goudenregenstraat-87-a/?navigateSource=resultlist,20220129_164324,"€ 60,000 kosten koper",5 weeks,Under offer,Available in consultation,Built-in garage,Resale property,"15 m² (5,6 meter deep and 2,54 meter broad)",15 m²,15 m²,Municipal long-term lease,Bought off for eternity,no
