header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Tolstraat 88 2,1073 SE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88034451-tolstraat-88-2/?navigateSource=resultlist,20220131_002744,"€ 475,000 kosten koper","€ 7,308    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 158.00 per month,Upstairs apartment (apartment),Resale property,1920,Living area65 m²,65 m²,205 m³,2 rooms (1 bedroom),1 story,2nd floor,C        What does this mean?,Double glazing,Gas water heater,Full ownership,Alongside a quiet road and in center,Parking place,Yes,Yes,Yes (€ 158.00 per month),Yes,Yes,Yes,no
