header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kobelaan 124,3067 MD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88028054-kobelaan-124/?navigateSource=resultlist,20220126_010704,"€ 265,000 kosten koper","€ 3,011    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 115.00 per month,Ground-floor apartment (apartment),Resale property,1983,Flat roof,Living area88 m²External storage space5 m²,88 m²,5 m²,260 m³,3 rooms (2 bedrooms),1 story,Ground floor,C        What does this mean?,Double glazing,District heating,Ownership encumbered with long-term leaset (end date of long-term lease:  31-07-2069),Paid until 31-07-2069,In residential district,Back garden,33 m² (3 meter deep and 11 meter broad),Located at the southwest accessible via the rear,Parking place,Yes,Yes,Yes (€ 115.00 per month),Yes,Yes,Yes,no
