header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Fees,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Boorn 70,3068 LA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88043932-boorn-70/?navigateSource=resultlist,20220125_234813,"€ 215,000 kosten koper","€ 3,209    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 109.97 per month,Apartment with shared street entrance (apartment),Resale property,1982,Flat roof covered with asphalt roofing,Living area67 m²Exterior space attached to the building5 m²External storage space6 m²,67 m²,5 m²,6 m²,218 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,3rd floor,D            1.97What does this mean?,Double glazing,District heating,Long-term lease,Paid until 08-02-2031,In residential district and unobstructed surrounding view,Balcony present,Public parking,No,Yes,Yes (€ 109.97 per month),Yes,Yes,Yes,no
