header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Area,error
Havendwarsstraat 32,1211 LE Hilversum        ,https://www.funda.nl/en/koop/hilversum/huis-88031703-havendwarsstraat-32/?navigateSource=resultlist,20220129_100957,"€ 435,000 kosten koper","€ 4,028    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1995,Living area108 m²External storage space6 m²,108 m²,6 m²,96 m²,325 m³,5 rooms (4 bedrooms),1 separate toilet,3 stories,B        What does this mean?,96 m²,no
