header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Garden,Type of garage,error
Kasteelappartement 6 (Bouwnr. 6),5421 CW Gemert        ,https://www.funda.nl/en/koop/gemert/appartement-42502971-kasteelappartement-6-bouwnr-6/?navigateSource=resultlist,20220129_085734,"€ 440,000 vrij op naam","€ 4,944    The asking price per m² (€ 440,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Apartment with shared street entrance,New property,2022,Living area89 m²,89 m²,250 m³,3 rooms (2 bedrooms),1 story,A        What does this mean?,Patio/atrium,Possibility for garage and underground parking,no
