header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Accessibility,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Deltaplein 666,2554 GK Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88019316-deltaplein-666/?navigateSource=resultlist,20220131_205130,"€ 625,000 kosten koper","€ 4,960    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1971-1980,Disabled access friendly and accessible for seniors,Living area126 m²Exterior space attached to the building16 m²External storage space4 m²,126 m²,16 m²,4 m²,400 m³,4 rooms (2 bedrooms),1 story,Elevator,B        What does this mean?,Double glazing and insulated walls,Communal central heating,Central facility,Full ownership,"Alongside a quiet road, alongside water, in residential district, unobstructed surrounding view and seaview",Built-in,Electricity,Parking place,"Paid parking, parking on gated property, public parking and parking garage",Yes,Yes,Yes,Yes,Yes,Yes,no
