header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,Capacity,Type of parking facilities,error
Zin in Zuid - Appartementen (Bouwnr. 39),9721 GV Groningen        ,https://www.funda.nl/en/koop/groningen/appartement-42650275-zin-in-zuid-appartementen-bouwnr-39/?navigateSource=resultlist,20220130_124150,"€ 366,500 vrij op naam","€ 5,390    The asking price per m² (€ 366,500) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Monumental building,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area68 m²Other space inside the building5 m²,68 m²,5 m²,204 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,"Elevator, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,Alongside a quiet road and in residential district,Roof terrace present,Built-in,Electricity,Built-in and parking place,1 car,"Paid parking, parking on private property and parking garage",no
