header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Rotterdamstraat 32,6415 AW Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-42677990-rotterdamstraat-32/?navigateSource=resultlist,20220130_132457,"€ 159,000 kosten koper","€ 1,807    The asking price per m² (€ 159,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1951,Living area88 m²Other space inside the building46 m²,88 m²,46 m²,134 m²,433 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,"2 stories, a/an attic and a basement",Air conditioning,E        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"Gas-fired, in ownership",134 m²,Full ownership,In residential district,Back garden and front garden,52 m² (13 meter deep and 4 meter broad),Located at the south accessible via the rear,Public parking,no
