header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Type of parking facilities,error
Appartement XS (Bouwnr. 56),1043 NV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42599912-appartement-xs-bouwnr-56/?navigateSource=resultlist,20220130_194157,"€ 329,551 vrij op naam","€ 7,490    The asking price per m² (€ 329,551) is calculated by dividing the asking price of the home by the living area (44 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area44 m²,44 m²,124 m³,1 room (1 bedroom),1 bathroom,Shower and toilet,1 story,5th floor,"Balanced ventilation system, outdoor awning, optical fibre, elevator and solar panels",A        What does this mean?,Completely insulated,District heating and heat pump,District heating,"Alongside busy road, alongside park and in center",Sun terrace,"12 m² (2,4 meter deep and 4,8 meter broad)",Located at the south,Public parking,no
