header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Kaap Coast 1.1.04 (Bouwnr. 4),1031 HX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42474795-kaap-coast-1104-bouwnr-4/?navigateSource=resultlist,20220129_092142,"€ 1,350,000 vrij op naam","€ 8,710    The asking price per m² (€ 1,350,000) is calculated by dividing the asking price of the home by the living area (155 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Mezzanine (apartment),New property,After 2020,Living area155 m²,155 m²,420 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",1 story,A        What does this mean?,Completely insulated,Complete floor heating,Alongside water,Balcony present,Storage box,Paid parking and parking garage,no
