header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Amerhof 20,3371 SZ Hardinxveld-Giessendam        ,https://www.funda.nl/en/koop/hardinxveld-giessendam/huis-88049037-amerhof-20/?navigateSource=resultlist,20220128_065646,"€ 389,000 kosten koper","€ 2,799    The asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (139 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,2002,Flat roof covered with asphalt roofing,Living area139 m²Other space inside the building13 m²,139 m²,13 m²,82 m²,476 m³,6 rooms (4 bedrooms),1 separate toilet,3 stories,"Optical fibre, mechanical ventilation and sliding door",A        What does this mean?,CH boiler,CH boiler,"Atag (gas-fired combination boiler from 2017, in ownership)",82 m²,Full ownership,"On navigable waterway, alongside water, in center, in residential district and unobstructed surrounding view",Back garden,25 m² (5 meter deep and 5 meter broad),Located at the southwest accessible via the rear,French balcony present,Built-in,Electricity and running water,Public parking,no
