header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Insulation.1,Type of parking facilities,error
Blankensteinweg 19,7942 XP Meppel        ,https://www.funda.nl/en/koop/meppel/huis-42679703-blankensteinweg-19/?navigateSource=resultlist,20220130_141338,"€ 150,000 kosten koper","€ 1,596    The asking price per m² (€ 150,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1925,Renovation project,Flat roof covered with other,Living area94 m²Exterior space attached to the building3 m²External storage space7 m²,94 m²,3 m²,7 m²,186 m²,352 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,Passive ventilation system and flue,G        What does this mean?,No cavity wall,No heating,186 m²,Full ownership,Sheltered location and in residential district,"Back garden, patio/atrium and front garden","50 m² (8,32 meter deep and 6 meter broad)",Located at the north,Detached wooden storage,No insulation,Parking on private property and public parking,no
