header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Kasteeldreef 37,5151 RR Drunen        ,https://www.funda.nl/en/koop/drunen/huis-42667798-kasteeldreef-37/?navigateSource=resultlist,20220127_223110,"€ 350,000 kosten koper","€ 3,723    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 weeks,Available,Available in consultation,"Single-family home, double house",Resale property,1931,Gable roof,Living area94 m²Exterior space attached to the building16 m²External storage space10 m²,94 m²,16 m²,10 m²,211 m²,390 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,2 stories,G        What does this mean?,CH boiler and gas heater,CH boiler,Combination boiler,211 m²,Full ownership,Back garden and front garden,40 m² (5 meter deep and 8 meter broad),Located at the south accessible via the rear,Detached wooden storage,Parking on private property and public parking,no
