header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Garden,Type of garage,Capacity,Type of parking facilities,error
Twee-onder-een-kapwoning XL (Bouwnr. 17),2628 VK Delft        ,https://www.funda.nl/en/koop/delft/huis-42420430-twee-onder-een-kapwoning-xl-bouwnr-17/?navigateSource=resultlist,20220129_095735,"€ 768,500 vrij op naam","€ 4,574    The asking price per m² (€ 768,500) is calculated by dividing the asking price of the home by the living area (168 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Desirable residence/villa, double house",New property,2022,Living area168 m²,168 m²,420 m³,7 rooms (4 bedrooms),3 stories,A        What does this mean?,"Back garden, front garden and side garden",Attached brick garage,1 car,Parking on private property,no
