header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Hot water,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Via Regia 125 a,6216 BS Maastricht        ,https://www.funda.nl/en/koop/maastricht/appartement-88854969-via-regia-125-a/?navigateSource=resultlist,20220130_113010,"€ 249,000 kosten koper","€ 3,276    The asking price per m² (€ 249,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,€ 278.32 per month,Apartment with shared street entrance (apartment),Resale property,1960,Flat roof,Living area76 m²Other space inside the building6 m²,76 m²,6 m²,228 m³,7 rooms (4 bedrooms),1 story,E        What does this mean?,Communal central heating,Electrical boiler (rental),Full ownership,Built-in,Public parking,Yes,Yes,Yes (€ 278.32 per month),Yes,Yes,Yes,no
