header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities,Type of parking facilities,error
Driessenstraat 38,6374 AT Landgraaf        ,https://www.funda.nl/en/koop/landgraaf/huis-42530498-driessenstraat-38/?navigateSource=resultlist,20220130_113602,"€ 224,000 kosten koper","€ 1,792    The asking price per m² (€ 224,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1972,Flat roof covered with asphalt roofing,Living area125 m²Exterior space attached to the building13 m²,125 m²,13 m²,249 m²,415 m³,7 rooms (4 bedrooms),1 bathroom,Shower and toilet,2 stories,D        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2017, in ownership)",249 m²,Full ownership,In residential district,Back garden and front garden,Built-in,1 car,"Electricity, heating and running water",Parking on private property and public parking,no
