header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Ownership situation,Garden,Side garden,Garden location,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Trekweg 13,9679 TA Scheemda        ,https://www.funda.nl/en/koop/scheemda/huis-42412901-trekweg-13/?navigateSource=resultlist,20220130_155713,"€ 374,500 kosten koper","€ 2,024    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 374,500) is calculated by dividing the asking price of the home by the living area (185 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 months,Sold under reservation,Available in consultation,"Converted farmhouse, detached residential property",Resale property,1876,"Living area185 m²Other space inside the building1,339 m²",185 m²,"1,339 m²","13,000 m²",8 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story and a basement,Not available,13.000 m² (part of parcel),Full ownership,"Back garden, surrounded by garden, front garden and side garden",1.000 m² (50 meter deep and 20 meter broad),Located at the southeast,Attached brick storage,Built-in,50 cars,Parking on private property,no
