header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Area,Garden,Location,Garden location,Type of garage,error
Strateris 73,6031 PB Nederweert        ,https://www.funda.nl/en/koop/nederweert/huis-88033279-strateris-73/?navigateSource=resultlist,20220129_042441,"€ 835,000 kosten koper","€ 4,014    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 835,000) is calculated by dividing the asking price of the home by the living area (208 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,2000,Gable roof,Living area208 m²External storage space88 m²,208 m²,88 m²,950 m²,814 m³,9 rooms (4 bedrooms),3 stories,B        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,950 m²,"Location, surrounded by garden and sun terrace",828 m² (18 meter deep and 46 meter broad),Located at the south,Parking place,no
