header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Burgersveld 704,7327 CL Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/huis-88030180-burgersveld-704/?navigateSource=resultlist,20220129_103450,"€ 315,000 kosten koper","€ 2,669    The asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1975,Living area118 m²,118 m²,152 m²,410 m³,5 rooms (4 bedrooms),2 stories and a attic,"Outdoor awning, skylight, mechanical ventilation, sliding door, TV via cable and solar collectors",C            1.00What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,152 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"13,48 meter deep and 5,3 meter broad",Located at the southwest,Detached brick storage,Public parking,no
