header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Elise van Calcarstraat 60,4822 VK Breda        ,https://www.funda.nl/en/koop/breda/huis-42669697-elise-van-calcarstraat-60/?navigateSource=resultlist,20220129_021344,"€ 350,000 kosten koper","€ 2,672    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1988,Gable roof covered with roof tiles,Living area131 m²Other space inside the building7 m²,131 m²,7 m²,156 m²,475 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,"Mechanical ventilation, rolldown shutters, sliding door and TV via cable",B        What does this mean?,"Roof insulation, energy efficient window, insulated walls and floor insulation",District heating and partial floor heating,District heating,156 m²,Full ownership,Alongside water and in residential district,Back garden and front garden,"50 m² (9,5 meter deep and 5,3 meter broad)",Located at the north,Attached brick storage,Electricity,Parking on private property,no
