header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Back garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kea Boumanstraat 30 A,1095 MA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42588783-kea-boumanstraat-30-a/?navigateSource=resultlist,20220130_220642,"€ 700,000 kosten koper","€ 5,303    The asking price per m² (€ 700,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Double ground-floor apartment,Resale property,2018,Flat roof,Living area132 m²,132 m²,475 m³,5 rooms (4 bedrooms),2 stories,Not available,"Energy efficient window, insulated walls, floor insulation and completely insulated",Complete floor heating,District heating,Ownership encumbered with long-term leaset,"Alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",Back garden,"18 m² (3,25 meter deep and 5,52 meter broad)",Paid parking and resident's parking permits,No,No,No,No,No,No,no
