header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of parking facilities,error
MVSA Penthouse 01.20.05,3521 CB Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42545754-mvsa-penthouse-012005/?navigateSource=resultlist,20220131_155751,"€ 1,785,000 vrij op naam","€ 9,395    The asking price per m² (€ 1,785,000) is calculated by dividing the asking price of the home by the living area (190 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 456 per month,8 weeks,Under option,Available in consultation,Penthouse (apartment),New property,2021,Woningborg garantiecertificaat,Living area190 m²Exterior space attached to the building10 m²,190 m²,10 m²,551 m³,4 rooms (2 bedrooms),2 bathrooms and 2 separate toilets,Bath and 2 showers,2 stories,20th floor,Elevator and mechanical ventilation,A        What does this mean?,Completely insulated,"District heating, complete floor heating and heat recovery unit",District heating,In center and unobstructed surrounding view,Balcony present,Parking garage,no
