header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Helvoirtseweg 98 A,5263 EG Vught        ,https://www.funda.nl/en/koop/vught/huis-88996593-helvoirtseweg-98-a/?navigateSource=resultlist,20220128_000407,"€ 450,000 kosten koper","€ 3,214    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1906-1930,Living area140 m²Other space inside the building11 m²Exterior space attached to the building1 m²,140 m²,11 m²,1 m²,175 m²,535 m³,5 rooms (3 bedrooms),3 stories,F        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler from 2015, in ownership",175 m²,Full ownership,Back garden and front garden,"53 m² (7 meter deep and 7,5 meter broad)",Located at the northwest accessible via the rear,Attached brick storage,Electricity,Public parking,no
