header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities.1,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Maassingel 176,5215 GJ Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42650431-maassingel-176/?navigateSource=resultlist,20220201_111011,"€ 225,000 kosten koper","€ 3,629    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,€ 155.82 per month,Galleried apartment (apartment),Resale property,1965,Living area62 m²Exterior space attached to the building5 m²External storage space7 m²,62 m²,5 m²,7 m²,194 m³,3 rooms (1 bedroom),1 separate toilet,1 story,3rd floor,Elevator and mechanical ventilation,E        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Full ownership,"Alongside water, in residential district and unobstructed surrounding view",Balcony present,Built-in,Electricity,Yes,Yes,Yes (€ 155.82 per month),Yes,Yes,Yes,no
