header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Trompstraat 1,2405 GP Alphen aan den Rijn        ,https://www.funda.nl/en/koop/alphen-aan-den-rijn/huis-88038194-trompstraat-1/?navigateSource=resultlist,20220128_143533,"€ 250,000 kosten koper","€ 3,012    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1932,Gable roof covered with roof tiles,Living area83 m²Exterior space attached to the building5 m²External storage space8 m²,83 m²,5 m²,8 m²,142 m²,309 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,2 stories,F        What does this mean?,"Roof insulation, partly double glazed and insulated walls",CH boiler,CH boiler,"Combination boiler from 2017, in ownership",142 m²,Full ownership,In residential district,Back garden and front garden,"55 m² (10 meter deep and 5,5 meter broad)",Located at the southwest accessible via the rear,Detached brick storage,Public parking,no
