header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
Friezenlaan 11,7312 HZ Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/huis-42685701-friezenlaan-11/?navigateSource=resultlist,20220128_054410,"€ 769,500 kosten koper","€ 3,682    The asking price per m² (€ 769,500) is calculated by dividing the asking price of the home by the living area (209 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Desirable residence/villa, double house",Resale property,2001,Living area209 m²Exterior space attached to the building9 m²External storage space21 m²,209 m²,9 m²,21 m²,300 m²,744 m³,8 rooms (6 bedrooms),2 bathrooms and 2 separate toilets,"Bath, 2 showers and toilet",3 stories,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Nefit Topline Compact HR (gas-fired combination boiler from 2010, in ownership)",300 m²,Full ownership,Alongside a quiet road and in residential district,"Back garden, front garden and side garden",90 m² (6 meter deep and 15 meter broad),Located at the northeast,Detached brick garage,1 car,Parking on private property,no
