header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Bovenstraat 169,3077 BE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88016341-bovenstraat-169/?navigateSource=resultlist,20220125_215217,"€ 467,500 kosten koper","€ 2,868    The asking price per m² (€ 467,500) is calculated by dividing the asking price of the home by the living area (163 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,"Single-family home, double house (dyke house)",Resale property,1920,With carpets and curtains,Mansard roof covered with roof tiles,Living area163 m²Exterior space attached to the building29 m²External storage space8 m²,163 m²,29 m²,8 m²,93 m²,625 m³,6 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and 2 toilets",4 stories,D        What does this mean?,Double glazing,CH boiler,CH boiler,"HR (gas-fired combination boiler, in ownership)",93 m²,Full ownership,In residential district,Back garden and side garden,45 m² (9 meter deep and 5 meter broad),Located at the southeast accessible via the rear,Attached brick storage,Electricity,Public parking,no
