header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Slachthuisdistrict fase 2 (Bouwnr. 205),2033 MN Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-42525293-slachthuisdistrict-fase-2-bouwnr-205/?navigateSource=resultlist,20220130_114925,"€ 619,840 vrij op naam","€ 4,732    The asking price per m² (€ 619,840) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Ground-floor apartment,New property,2022,Living area131 m²,131 m²,327 m³,5 rooms (3 bedrooms),4 stories,Ground floor,Mechanical ventilation,A        What does this mean?,Completely insulated,Heat pump,In residential district,Back garden,Balcony present,Built-in,Parking on private property,no
