header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Gaslaan 285,2562 LG Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88039432-gaslaan-285/?navigateSource=resultlist,20220131_215843,"€ 375,000 kosten koper","€ 4,630    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1938,Living area81 m²Other space inside the building8 m²,81 m²,8 m²,335 m³,4 rooms (3 bedrooms),1 story,Ground floor,G        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated","CH boiler, fireplace and complete floor heating",CH boiler,Long-term lease,Back garden,Yes,Yes,Yes,Yes,No,Yes,no
