header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Melbournestraat 32,1448 NH Purmerend        ,https://www.funda.nl/en/koop/purmerend/appartement-42542139-melbournestraat-32/?navigateSource=resultlist,20220129_103236,"€ 265,000 kosten koper","€ 5,196    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,€ 68.79 per month,Upstairs apartment (apartment),Resale property,2007,Flat roof covered with asphalt roofing,Living area51 m²Other space inside the building3 m²,51 m²,3 m²,155 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,Mechanical ventilation and TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,Full ownership,Alongside a quiet road,French balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 68.79 per month),Yes,Yes,Yes,no
