header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Groenhof 350,1186 GK Amstelveen        ,https://www.funda.nl/en/koop/amstelveen/appartement-42541775-groenhof-350/?navigateSource=resultlist,20220128_041201,"€ 300,000 kosten koper","€ 4,688    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 138 per month,7 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1973,Flat roof,Living area64 m²Exterior space attached to the building9 m²External storage space5 m²,64 m²,9 m²,5 m²,203 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath,1 story,10th floor,Elevator and mechanical ventilation,F        What does this mean?,Partly double glazed,Communal central heating,Central facility,Full ownership,In residential district,Balcony present,Storage box,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
