header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Location,Garden,Sun terrace,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Suchtelen van de Haarestraat 125,1068 GR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42553370-van-suchtelen-van-de-haarestraat-125/?navigateSource=resultlist,20220131_002658,"€ 625,000 vrij op naam","€ 5,896    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 160 per month,3 months,Under option,Ground-floor apartment (apartment),New property,2022,Woningborg garantiecertificaat,Living area106 m²Exterior space attached to the building25 m²,106 m²,25 m²,318 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,5 stories,Ground floor,A+++        What does this mean?,Completely insulated,District heating,In center and in residential district,Sun terrace,"22 m² (1,97 meter deep and 11,15 meter broad)",Underground parking,Parking garage,No,No,No,No,No,No,no
