header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of property,Plot size,error
Vrijstaande woning (Bouwnr. 4),8097 RP Oosterwolde (GE)        ,https://www.funda.nl/en/koop/oosterwolde-ge/bouwgrond-41331540-vrijstaande-woning-bouwnr-4/?navigateSource=resultlist,20220129_062036,"€ 235,000 vrij op naam",6+ months,Sold under reservation,Available in consultation,Building plot,446 m²,no
