header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Shed / storage,Facilities,Insulation.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Agorahof 411,8224 JJ Lelystad        ,https://www.funda.nl/en/koop/lelystad/appartement-42696266-agorahof-411/?navigateSource=resultlist,20220129_051803,"€ 195,000 kosten koper","€ 2,671    The asking price per m² (€ 195,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,€ 256.10 per month,Maisonnette (apartment),Resale property,1980,Flat roof covered with asphalt roofing,Living area73 m²External storage space6 m²,73 m²,6 m²,225 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,4th floor,E        What does this mean?,Double glazing,Communal central heating,Central facility,Full ownership,Full ownership,In center and unobstructed surrounding view,Balcony present,Storage box,Electricity,No cavity wall,Resident's parking permits,No,No,No,No,No,No,no
