header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lloydstraat 48,3024 EA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42658240-lloydstraat-48/?navigateSource=resultlist,20220126_165748,"€ 459,000 kosten koper","€ 4,371    The asking price per m² (€ 459,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2007,Listed building (national monument) and monumental building,Flat roof,Living area105 m²,105 m²,400 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,4th floor,"Elevator, mechanical ventilation, sliding door and TV via cable",B        What does this mean?,Double glazing and completely insulated,District heating,District heating,Full ownership,French balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
