header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Croesinckplein 151,2722 EH Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/appartement-42530893-croesinckplein-151/?navigateSource=resultlist,20220128_020940,"€ 250,000 kosten koper","€ 3,731    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (67 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Apartment with shared street entrance,Resale property,1975,Disabled access friendly and accessible for seniors,Flat roof covered with asphalt roofing,Living area67 m²Exterior space attached to the building21 m²,67 m²,21 m²,227 m³,3 rooms (2 bedrooms),1 bathroom,1 story,17th floor,"Elevator, mechanical ventilation and TV via cable",D        What does this mean?,Partly double glazed,Communal central heating,Central facility,Full ownership,In residential district and unobstructed surrounding view,Public parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
