header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Shed / storage,Type of garage,Capacity,error
Pieter de Hoochstraat 11 app.11C,1071 ED Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88880646-pieter-de-hoochstraat-11-app11c/?navigateSource=resultlist,20220130_222041,"€ 3,408,000 vrij op naam","€ 14,200    The asking price per m² (€ 3,408,000) is calculated by dividing the asking price of the home by the living area (240 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,Mezzanine,New property,2019,Living area240 m²Exterior space attached to the building14 m²External storage space10 m²,240 m²,14 m²,10 m²,667 m³,4 rooms (3 bedrooms),1 story,3rd floor,"Smart home, elevator, mechanical ventilation, flue and sliding door",Not available,Completely insulated,CH boiler and complete floor heating,CH boiler,"Combination boiler, in ownership","Alongside water, in center, in residential district and unobstructed surrounding view",Balcony present,Storage box,"Built-in, underground parking and parking place",1 car,no
