header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prins Hendrikstraat 228 B,3151 AW Hoek van Holland        ,https://www.funda.nl/en/koop/hoek-van-holland/appartement-88010555-prins-hendrikstraat-228-b/?navigateSource=resultlist,20220129_040034,"€ 240,000 kosten koper","€ 2,162    The asking price per m² (€ 240,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1933,Combination roof covered with asphalt roofing and roof tiles,Living area111 m²Exterior space attached to the building36 m²,111 m²,36 m²,389 m³,4 rooms (2 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,3 stories,1st floor,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Nefit Ecomline HR43 (gas-fired combination boiler from 1999, in ownership)",Full ownership,In center,Roof terrace present and balcony present,Public parking,Yes,No,No,No,No,No,no
