header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Tuinen van Genta fase 2 (Bouwnr. 106),4817 MR Breda        ,https://www.funda.nl/en/koop/breda/huis-41300908-tuinen-van-genta-fase-2-bouwnr-106/?navigateSource=resultlist,20220128_052300,"€ 520,000 vrij op naam","€ 3,444    The asking price per m² (€ 520,000) is calculated by dividing the asking price of the home by the living area (151 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, corner house",New property,2023,Flat roof covered with asphalt roofing,Living area151 m²External storage space5 m²,151 m²,5 m²,201 m²,396 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories and a attic,Balanced ventilation system and solar panels,A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,In residential district,Back garden,"144 m² (19,2 meter deep and 7,5 meter broad)",Located at the east accessible via the rear,Detached wooden storage,Electricity,No insulation,Parking garage,no
