header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Agatha Dekenstraat 27 IV,1053 AM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42682680-agatha-dekenstraat-27-iv/?navigateSource=resultlist,20220131_001219,"€ 350,000 kosten koper","€ 6,863    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,€ 80.00 per month,Upstairs apartment (apartment),Resale property,Before 1906,Living area51 m²,51 m²,159 m³,3 rooms (2 bedrooms),1 bathroom,Toilet,1 story,5th floor,G        What does this mean?,Gas heaters,Gas water heater,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 80.00 per month),Yes,Yes,Yes,no
