header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
J.S. Bachlaan 149,2264 WD Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/appartement-88036140-js-bachlaan-149/?navigateSource=resultlist,20220129_062658,"€ 590,000 kosten koper","€ 4,041    The asking price per m² (€ 590,000) is calculated by dividing the asking price of the home by the living area (146 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Galleried apartment (apartment),Resale property,2000,Flat roof covered with asphalt roofing,Living area146 m²Exterior space attached to the building9 m²External storage space8 m²,146 m²,9 m²,8 m²,448 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,Air conditioning and outdoor awning,B        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2000, in ownership",Full ownership,Alongside busy road,Balcony present,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
