header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zuiderparklaan 39,2574 HB Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88027713-zuiderparklaan-39/?navigateSource=resultlist,20220131_200452,"€ 250,000 kosten koper","€ 4,167    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available immediately,€ 60.00 per month,Ground-floor apartment (apartment),Resale property,1926,Flat roof covered with asphalt roofing,Living area60 m²External storage space6 m²,60 m²,6 m²,207 m³,4 rooms (3 bedrooms),1 story,Ground floor,Not available,Triple glazed and energy efficient window,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2014, in ownership)",Back garden,"54 m² (7,67 meter deep and 7,04 meter broad)",Located at the southwest,Detached wooden storage,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 60.00 per month),Yes,No,Yes,no
