header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Teisterbandstraat 22,5331 CP Kerkdriel        ,https://www.funda.nl/en/koop/kerkdriel/huis-88030443-teisterbandstraat-22/?navigateSource=resultlist,20220129_103438,"€ 385,000 kosten koper","€ 2,655    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,Before 1906,Living area145 m²Other space inside the building14 m²,145 m²,14 m²,127 m²,600 m³,4 rooms (1 bedroom),1 bathroom,Toilet,2 stories,Mechanical ventilation and TV via cable,F        What does this mean?,"CH boiler, fireplace and partial floor heating",CH boiler,"HR combi (gas-fired combination boiler from 2013, in ownership)",127 m²,Full ownership,In center and unobstructed surrounding view,Back garden,Public parking,no
